date,client,cost,clicks,impressions,sales,gmv,ctr,cvr,roas,cpc,cpo,aov
2025-01-01,DEF,1359.0,208730,3076808,15860,10135.0,0.06783978720804158,0.07598332774397547,7.457689477557027,0.0065108034302687684,0.08568726355611601,0.6390290037831021
2025-01-15,XYZ,1928.0,5714,4203787,194,10632.0,0.0013592505995189575,0.033951697584879245,5.514522821576763,0.33741687084354216,9.938144329896907,54.8041237113402
2025-01-28,DEF,2786.0,153481,10252866,11533,113409.0,0.014969570459615876,0.07514285155817332,40.7067480258435,0.018152083971305896,0.24156767536634008,9.833434492326369
2025-01-31,DEF,2226.0,108236,9709253,7847,125094.0,0.01114771651330952,0.07249898370228021,56.19676549865229,0.020566170220628996,0.2836752899197145,15.9416337453804
2025-01-23,DEF,2730.0,161019,11562560,11974,134341.0,0.013925895303462209,0.07436389494407493,49.20915750915751,0.016954520895049653,0.22799398697177217,11.219392016034742
2025-01-30,DEF,2777.0,161851,11848095,11778,136984.0,0.01366050829268334,0.07277063471958777,49.328051854519266,0.0171577562078702,0.23577857021565632,11.630497537782306
2025-01-03,DEF,873.0,54811,2623882,5315,14128.0,0.020889277795266708,0.09696958639689114,16.18327605956472,0.0159274598164602,0.16425211665098777,2.658137347130762
2025-01-02,DEF,1268.0,186958,2965989,14581,15088.0,0.06303394921559048,0.07799077867756395,11.899053627760253,0.006782271954128735,0.08696248542623963,1.0347712776901448
2025-01-16,XYZ,1979.0,6357,4555746,235,15417.0,0.0013953806906706388,0.03696712285669341,7.790298130368873,0.3113103665250905,8.421276595744681,65.60425531914893
2025-01-10,XYZ,5694.0,24254,7799324,163,15458.0,0.0031097566917337965,0.006720540941700338,2.7147874956094133,0.23476539952172837,34.93251533742331,94.83435582822086
2025-01-08,XYZ,5857.0,21621,7064233,194,15489.0,0.0030606295120786642,0.008972757966791546,2.644527915315008,0.27089403820359836,30.190721649484537,79.84020618556701
2025-01-07,XYZ,6387.0,21040,7884512,204,15520.0,0.002668522795069625,0.009695817490494297,2.4299358071081887,0.30356463878326995,31.308823529411764,76.07843137254902
2025-01-25,DEF,2720.0,157268,10904813,11605,153033.0,0.014421888756826916,0.0737912353434901,56.26213235294118,0.017295317547117023,0.23438173201206378,13.186816027574322
2025-01-27,DEF,2857.0,162755,10429240,11270,153412.0,0.015605643364233635,0.06924518447973949,53.69688484424221,0.01755399219686031,0.25350488021295475,13.612422360248447
2025-01-26,DEF,2773.0,157990,10446469,9531,157576.0,0.015123770529544481,0.06032660294955377,56.82509917057339,0.017551743781251978,0.2909453362711153,16.53299758682195
2025-01-29,XYZ,3745.0,10142,5486009,275,17050.0,0.0018487027637030854,0.027114967462039046,4.552736982643525,0.3692565568921317,13.618181818181819,62.0
2025-01-02,XYZ,7744.0,30202,7373542,275,18285.0,0.00409599619829927,0.009105357261108536,2.3611828512396693,0.25640686047281636,28.16,66.49090909090908
2025-01-06,XYZ,7081.0,22978,7878074,224,18519.0,0.0029167027372426304,0.009748455043955087,2.61530857223556,0.3081643310993124,31.611607142857142,82.67410714285714
2025-01-30,XYZ,3479.0,9112,5373821,245,18591.0,0.0016956277479283363,0.026887620719929763,5.343776947398678,0.38180421422300265,14.2,75.88163265306123
2025-01-27,XYZ,2561.0,6530,3985198,214,18621.0,0.0016385635042474678,0.032771822358346095,7.270987895353378,0.39218989280245026,11.967289719626168,87.01401869158879
2025-01-20,XYZ,2194.0,6377,4329270,143,18795.0,0.001472996602198523,0.022424337462756783,8.566545123062898,0.3440489258271915,15.342657342657343,131.43356643356643
2025-01-05,XYZ,6938.0,23152,6315920,347,18989.0,0.0036656575764100873,0.01498790601243953,2.7369558950706256,0.29967173462335867,19.99423631123919,54.72334293948127
2025-01-24,DEF,2625.0,144681,10624187,11124,182253.0,0.013618077317351436,0.0768863914404794,69.42971428571428,0.018143363675949157,0.23597626752966558,16.383764832793958
2025-01-14,XYZ,2377.0,16407,4264804,224,19091.0,0.0038470701115455716,0.013652709209483757,8.03155237694573,0.14487718656670934,10.611607142857142,85.22767857142857
2025-01-26,XYZ,4010.0,6241,5304519,235,20489.0,0.0011765439995596208,0.03765422207979491,5.109476309226933,0.6425252363403301,17.06382978723404,87.18723404255319
2025-01-21,XYZ,2082.0,5612,3716683,133,20774.0,0.0015099485213024625,0.0236992159657876,9.97790585975024,0.37099073414112615,15.654135338345865,156.1954887218045
2025-01-03,XYZ,7612.0,31212,8831049,418,21142.0,0.0035343479579832476,0.013392285018582596,2.777456647398844,0.2438805587594515,18.210526315789473,50.578947368421055
2025-01-31,XYZ,3306.0,8877,5253032,296,22999.0,0.0016898811962310527,0.033344598400360484,6.956745311554749,0.3724231159175397,11.16891891891892,77.69932432432432
2025-01-11,XYZ,7663.0,29692,7466914,531,225997.0,0.003976475422108786,0.017883605011450896,29.491974422549916,0.25808298531591,14.431261770244822,425.60640301318267
2025-01-24,XYZ,2979.0,8198,4224735,235,26172.0,0.0019404767399612047,0.028665528177604295,8.785498489425981,0.36338131251524763,12.676595744680851,111.37021276595745
2025-01-04,XYZ,7510.0,24427,6841359,224,26335.0,0.0035704894305356584,0.00917018053792934,3.506657789613848,0.3074466778564703,33.526785714285715,117.56696428571429
2025-01-14,DEF,1263.0,99709,4125012,7546,28196.0,0.02417180846989051,0.07568022946775116,22.32462391132225,0.012666860564241943,0.16737344288364697,3.7365491651205938
2025-01-13,DEF,1188.0,76122,3447283,6020,31443.0,0.022081737994820848,0.07908357636425738,26.467171717171716,0.015606526365571057,0.1973421926910299,5.2230897009966775
2025-01-09,XYZ,5806.0,23407,7813404,224,33651.0,0.002995749355850536,0.00956978681590977,5.795900792283844,0.24804545648737558,25.919642857142858,150.22767857142858
2025-01-07,DEF,1789.0,143674,5248891,11030,33766.0,0.027372258254172166,0.07677102328883445,18.874231414197876,0.012451800604145496,0.16219401631912964,3.06128739800544
2025-01-06,DEF,1684.0,137890,4747649,10857,38081.0,0.029043848860772985,0.07873667416056276,22.613420427553443,0.012212633258394372,0.15510730404347425,3.5075066777194435
2025-01-19,XYZ,1755.0,5234,3624045,173,40069.0,0.0014442425521758145,0.0330531142529614,22.83133903133903,0.33530760412686283,10.144508670520231,231.61271676300578
2025-01-08,DEF,1876.0,140844,4937440,10614,40414.0,0.028525713730192165,0.07535997273579279,21.542643923240938,0.013319701229729346,0.17674769172790653,3.8076125871490483
2025-01-04,DEF,1848.0,126323,5505013,9626,43810.0,0.022946903122662926,0.07620148349865029,23.706709956709958,0.01462916491850257,0.19198005402036153,4.5512154581342195
2025-01-25,XYZ,4081.0,10444,5261083,408,47681.0,0.0019851426027682893,0.03906549214860207,11.683655966674834,0.39075067024128685,10.002450980392156,116.86519607843137
2025-01-08,ABC,9512.0,284677,12866260,35950,491823.0,0.022125854754994848,0.1262834721456247,51.70552985702271,0.033413307011103816,0.26458970792767733,13.680751043115437
2025-01-22,ABC,11240.0,265997,12203615,7963,499949.0,0.02179657421182166,0.029936427854449485,44.479448398576515,0.04225611567047749,1.4115283184729372,62.78400100464649
2025-01-01,XYZ,6051.0,19683,7203838,133,5347.0,0.0027322935357513593,0.006757100035563684,0.8836555941166749,0.307422648986435,45.49624060150376,40.203007518796994
2025-01-23,XYZ,2377.0,5158,4082967,306,50344.0,0.0012632970092582184,0.059325319891430785,21.179638199411023,0.460837533927879,7.76797385620915,164.52287581699346
2025-01-13,XYZ,2857.0,22254,5084665,367,51119.0,0.004376689516418486,0.016491417273299183,17.892544627231363,0.12838141457715466,7.784741144414169,139.28882833787466
2025-01-07,ABC,9338.0,268475,12659766,35128,517912.0,0.021206948058913568,0.1308427227861067,55.46284000856714,0.034781637023931465,0.26582782965156,14.743566385789114
2025-01-05,DEF,1892.0,146480,4759218,11445,52016.0,0.03077816565662678,0.07813353358820317,27.492600422832982,0.012916439104314583,0.16531236347750108,4.544866754041066
2025-01-29,ABC,8415.0,252071,7985232,9574,522313.0,0.03156714795512516,0.03798136239392869,62.06928104575164,0.03338345148787445,0.8789429705452266,54.555358261959476
2025-01-28,ABC,8138.0,252092,7084852,9217,554926.0,0.03558183007916044,0.036562048775843736,68.1894814450725,0.03228186535074497,0.8829337094499294,60.206791797765
2025-01-15,DEF,2623.0,98904,10409781,6717,56581.0,0.009501064431614845,0.0679143411793254,21.571101791841404,0.026520666504893636,0.3905017120738425,8.4235521810332
2025-01-09,DEF,2026.0,143042,4807670,10388,56969.0,0.02975287405333561,0.07262202709693656,28.118953603158936,0.014163672208162637,0.19503273007316135,5.4841162880246435
2025-01-27,ABC,8508.0,248742,7197762,9266,582019.0,0.03455824185350947,0.037251449292841576,68.408439116126,0.03420411510721953,0.9181955536369523,62.81232462767105
2025-01-21,ABC,10467.0,263542,7915399,8219,606053.0,0.0332948471706859,0.031186679921985868,57.90130887551352,0.039716629607425,1.2735125927728435,73.73804599099647
2025-01-13,ABC,8531.0,484168,18000612,20900,620710.0,0.026897307713759953,0.04316683465243469,72.75934825928965,0.017619917053584705,0.4081818181818182,29.699043062200957
2025-01-30,ABC,8911.0,245391,8249812,9549,624441.0,0.02974504146276303,0.038913407582185165,70.07530019077545,0.03631347522932789,0.9331867211226307,65.39333961671379
2025-01-26,ABC,8911.0,225643,6933077,10073,626172.0,0.03254586671978402,0.04464131393395762,70.26955448322299,0.039491586266801985,0.8846421125781793,62.16340712796585
2025-01-09,ABC,10306.0,308917,13278983,38990,633086.0,0.023263603846770495,0.12621513221998143,61.428876382689694,0.03336171204563038,0.26432418568863814,16.237137727622468
2025-01-10,ABC,5437.0,311620,12208874,10515,639730.0,0.02552405733731055,0.03374302034529234,117.6623137759794,0.017447532250818305,0.5170708511650024,60.839752734189254
2025-01-18,XYZ,2255.0,5877,4309577,224,64629.0,0.0013637069252968447,0.03811468436277012,28.66031042128603,0.3836991662412796,10.066964285714286,288.52232142857144
2025-01-17,ABC,11564.0,739398,11145126,14805,645007.0,0.06634272237029891,0.020023045775076482,55.777153234175024,0.01563975017514248,0.7810874704491726,43.56683552853766
2025-01-28,XYZ,3194.0,8540,4707013,163,65761.0,0.0018143140883613452,0.01908665105386417,20.58891671884784,0.3740046838407494,19.595092024539877,403.44171779141107
2025-01-04,ABC,8672.0,254624,12520316,31392,667116.0,0.02033686689696969,0.1232876712328767,76.92758302583026,0.03405806208369989,0.2762487257900102,21.251146788990827
2025-01-20,ABC,12783.0,683176,10916603,10269,668397.0,0.06258137261197462,0.015031265735330281,52.287960572635534,0.018711137393585254,1.2448144902132632,65.0888109845165
2025-01-31,ABC,9340.0,225110,12384659,9421,687119.0,0.018176519837970508,0.04185065079294567,73.56734475374732,0.04149082670694327,0.9914021866043944,72.93482645154442
2025-01-22,DEF,2724.0,161562,11118630,12103,69250.0,0.01453074704347568,0.0749124175239227,25.422173274596183,0.0168604003416645,0.22506816491778897,5.721721887135421
2025-01-23,ABC,10143.0,255106,8361995,9857,695016.0,0.030507791501908337,0.038638840325198154,68.52173913043478,0.03975994292568579,1.0290149132596125,70.50989144770215
2025-01-01,ABC,7935.0,293468,12724017,20967,702727.0,0.023064099961513727,0.07144560906129459,88.56042848141146,0.027038723131653196,0.3784518529117184,33.51585825344589
2025-01-15,ABC,11561.0,456425,19962800,18453,704888.0,0.02286377662452161,0.04042942433039382,60.97119626329902,0.025329462671851894,0.6265105944832818,38.19910041727633
2025-01-02,ABC,8302.0,288026,12591042,38881,709694.0,0.022875469718868384,0.1349912855089471,85.4847024813298,0.02882378674147473,0.21352331472955943,18.25297703248373
2025-01-24,ABC,9735.0,207774,7873078,10341,710877.0,0.026390440943173686,0.04977042363337087,73.02280431432973,0.0468537930636172,0.9413983173774296,68.74354511169133
2025-01-12,XYZ,11061.0,57762,7311454,1041,712785.0,0.007900206990292218,0.018022229147190195,64.44128017358285,0.19149267684636959,10.62536023054755,684.7118155619596
2025-01-16,ABC,10626.0,565399,8594998,14834,728206.0,0.0657823306067087,0.026236339293136353,68.53058535667232,0.018793807558909727,0.7163273560738843,49.09033301874073
2025-01-18,ABC,12362.0,786591,12920945,14468,757778.0,0.060877203641064956,0.018393294609269622,61.29898074745187,0.015715918437917545,0.8544373790434061,52.376140447884985
2025-01-11,DEF,3093.0,150535,7704706,10828,78259.0,0.01953805894734984,0.07193011591988574,25.301972195279664,0.020546716710399576,0.2856483191725157,7.227465829331363
2025-01-03,ABC,8095.0,234880,10516911,30362,783108.0,0.022333554025511862,0.1292660081743869,96.73971587399629,0.03446440735694823,0.2666161649430209,25.79237204400237
2025-01-19,ABC,11993.0,746569,12283918,12194,787666.0,0.06077613022164427,0.016333386465283182,65.67714500125074,0.01606415482025104,0.9835164835164835,64.59455469903232
2025-01-19,DEF,2733.0,118126,10097712,8493,80683.0,0.01169829363325078,0.07189780403975415,29.521770947676547,0.023136312073548583,0.3217944189332391,9.499941127987755
2025-01-16,DEF,2975.0,118746,10478850,8270,85609.0,0.011331968679769249,0.06964445118151348,28.776134453781513,0.02505347548549004,0.3597339782345828,10.351753325272067
2025-01-14,ABC,10491.0,508602,20713542,23039,859534.0,0.02455408157619783,0.0452986814837535,81.93060718711277,0.020627130841011244,0.4553583054820088,37.307782455835756
2025-01-29,DEF,2803.0,172060,10389086,12720,88243.0,0.016561610905906448,0.07392769963966059,31.481626828398145,0.01629082878065791,0.22036163522012578,6.937342767295598
2025-01-06,ABC,9148.0,257077,12880827,31637,882225.0,0.01995811293793481,0.12306429591134174,96.43911237428946,0.035584669184718976,0.2891551032019471,27.88586149129184
2025-01-12,DEF,2895.0,108802,6039225,7839,89081.0,0.018015887800173037,0.07204830793551589,30.770639032815197,0.026607966765316814,0.3693073096058171,11.363821916060722
2025-01-17,XYZ,2184.0,7265,4965324,153,9632.0,0.001463147218590368,0.021059876118375773,4.410256410256411,0.3006194081211287,14.27450980392157,62.95424836601307
2025-01-22,XYZ,1857.0,5061,3423751,230,9836.0,0.0014782032922370815,0.045445564117763286,5.296715131933226,0.3669235328986366,8.07391304347826,42.76521739130435
2025-01-18,DEF,2916.0,128470,10567055,9155,90780.0,0.012157597362746764,0.07126177317661711,31.131687242798353,0.0226979061259438,0.3185144729655926,9.91589295466958
2025-01-05,ABC,8774.0,255605,12084517,31670,905843.0,0.021151445274974583,0.12390211459087264,103.24173695007978,0.03432640206568729,0.27704452162930215,28.602557625513104
2025-01-25,ABC,10441.0,233966,8938121,10049,916184.0,0.026176195198073512,0.04295068514228563,87.74868307633369,0.04462614225998649,1.039008856602647,91.1716588715295
